image_path,text,theme,theme_num,sentiment,sentiment_num,emotion,emotion_num,dominant_colour,dominant_colour_num,attention_score,attention_score_num,trust_safety,trust_safety_num,target_audience,target_audience_num,predicted_ctr,predicted_ctr_num,likelihood_shares,likelihood_shares_num,keywords,monetary_mention,call_to_action,object_detected
Sample_001.Jpg,Fresh Pepperoni Pizza Hot From The Oven – Pure Happiness,Food,0,Positive,0,Joy,0.0,Red,0.0,High,0.0,Safe,0.0,Food Lovers,1.0,High,0.0,High,0.0,Pizza Fresh Hot,,,Pizza
Sample_002.Jpg,This Burger Was Completely Raw Inside – Could Have Made Me Sick,Food,0,Negative,1,Anger,1.0,Red,0.0,High,0.0,Unsafe,1.0,General,0.0,Low,2.0,Medium,1.0,Raw Burger Dangerous,,,Burger
Sample_009.Jpg,Spicy Chicken Wings With Extra Sauce – Absolutely Incredible,Food,0,Positive,0,Joy,0.0,Red,0.0,High,0.0,Safe,0.0,Food Lovers,1.0,High,0.0,High,0.0,Spicy Wings Sauce,,,Wings
Sample_103.Jpg,Car Broke Down Completely On The Empty Highway,Automotive,3,Negative,1,Fear,4.0,Red,0.0,High,0.0,Unsafe,1.0,General,0.0,Low,2.0,High,0.0,Car Breakdown Highway,,,Car
Sample_105.Jpg,Sports Car Exhaust Sound Is Pure Mechanical Addiction,Automotive,3,Positive,0,Excitement,3.0,Red,0.0,High,0.0,Safe,0.0,Car Enthusiasts,4.0,High,0.0,High,0.0,Sports Car Exhaust,,,Car
Sample_106.Jpg,Brakes Completely Failed While Driving On Freeway,Automotive,3,Negative,1,Fear,4.0,Red,0.0,High,0.0,Unsafe,1.0,General,0.0,Low,2.0,High,0.0,Brake Failure Freeway,,,Car
Sample_107.Jpg,Compact Hatchback Is A True Pocket Rocket Performer,Automotive,3,Positive,0,Excitement,3.0,Red,0.0,High,0.0,Safe,0.0,Car Enthusiasts,4.0,High,0.0,High,0.0,Hatchback Pocket Rocket,,,Car
Sample_112.Jpg,Full-Size Pickup Truck Tows Absolutely Everything Effortlessly,Automotive,3,Positive,0,Joy,0.0,Red,0.0,Medium,1.0,Safe,0.0,Car Enthusiasts,4.0,Medium,1.0,Low,2.0,Pickup Truck Tow,,,Truck
Sample_113.Jpg,Car Insurance Premium Doubled For Absolutely No Reason,Automotive,3,Negative,1,Anger,1.0,Red,0.0,High,0.0,Questionable,2.0,General,0.0,Low,2.0,Medium,1.0,Insurance Premium Doubled,,,Document
Sample_114.Jpg,Classic Muscle Car Rumble Never Ever Gets Old,Automotive,3,Neutral,2,Joy,0.0,Red,0.0,High,0.0,Questionable,2.0,Car Enthusiasts,4.0,High,0.0,Medium,1.0,Muscle Car Rumble,,,Car
Sample_118.Jpg,Sports Coupe Handling Feels Incredibly Razor Sharp,Automotive,3,Neutral,2,Excitement,3.0,Red,0.0,High,0.0,Questionable,2.0,Car Enthusiasts,4.0,High,0.0,Medium,1.0,Sports Coupe Handling,,,Car
Sample_136.Jpg,Flight Cancelled Six Hours Before Scheduled Departure,Travel,4,Negative,1,Anger,1.0,Red,0.0,High,0.0,Unsafe,1.0,General,0.0,Low,2.0,High,0.0,Flight Cancelled Departure,,,Airplane
Sample_138.Jpg,Lost All Luggage For The Fourth Time This Year,Travel,4,Negative,1,Anger,1.0,Red,0.0,High,0.0,Unsafe,1.0,General,0.0,Low,2.0,High,0.0,Lost Luggage Fourth,,,Suitcase
Sample_141.Jpg,Hostel Room Was Infested With Bedbugs Everywhere,Travel,4,Negative,1,Fear,4.0,Red,0.0,High,0.0,Unsafe,1.0,General,0.0,Low,2.0,High,0.0,Hostel Bedbugs Infested,,,Bed
Sample_145.Jpg,Vacation Rental Host Cancelled Reservation At Last Minute,Travel,4,Negative,1,Anger,1.0,Red,0.0,High,0.0,Unsafe,1.0,General,0.0,Low,2.0,High,0.0,Rental Cancelled Minute,,,House
Sample_166.Jpg,Worried About Travel Safety After Recent News Reports,Travel,4,Negative,1,Fear,4.0,Red,0.0,Medium,1.0,Unsafe,1.0,General,0.0,Low,2.0,Medium,1.0,Travel Safety Worry,,,News
Sample_169.Jpg,Lost Entire Portfolio In The Sudden Market Crash,Finance,5,Negative,1,Fear,4.0,Red,0.0,High,0.0,Unsafe,1.0,General,0.0,Low,2.0,High,0.0,Portfolio Market Crash,,,Chart
Sample_172.Jpg,Got Completely Scammed By Fake Investment Scheme,Finance,5,Negative,1,Fear,4.0,Red,0.0,High,0.0,Unsafe,1.0,General,0.0,Low,2.0,High,0.0,Scammed Fake Investment,,,Warning
Sample_175.Jpg,Student Loan Interest Rates Are Absolutely Criminal,Finance,5,Negative,1,Anger,1.0,Red,0.0,High,0.0,Questionable,2.0,Young Adults,7.0,Low,2.0,High,0.0,Student Loan Interest,,,Document
Sample_181.Jpg,Annual Tax Bill Came To Shocking $15K Owed,Finance,5,Negative,1,Fear,4.0,Red,0.0,High,0.0,Unsafe,1.0,General,0.0,Low,2.0,Medium,1.0,Tax Bill Owed,$15K,,Document
Sample_187.Jpg,Digital Wallet Was Hacked And Completely Emptied Overnight,Finance,5,Negative,1,Fear,4.0,Red,0.0,High,0.0,Unsafe,1.0,General,0.0,Low,2.0,High,0.0,Wallet Hacked Emptied,,,Warning
Sample_200.Jpg,Bank Account Overdraft Fee Of $35 Is Outrageous,Finance,5,Negative,1,Anger,1.0,Red,0.0,High,0.0,Unsafe,1.0,General,0.0,Low,2.0,Medium,1.0,Overdraft Fee Outrageous,$35,,Bank
Sample_204.Jpg,New Seasonal Menu Just Dropped – Cannot Wait To Try,Food,0,Positive,0,Excitement,3.0,Red,0.0,High,0.0,Safe,0.0,Food Lovers,1.0,High,0.0,High,0.0,Seasonal Menu New,,,Menu
Sample_213.Jpg,Charged Double For A Meal That Never Even Arrived,Food,0,Negative,1,Anger,1.0,Red,0.0,High,0.0,Unsafe,1.0,General,0.0,Low,2.0,Medium,1.0,Overcharged Missing Meal,,,Receipt
Sample_219.Jpg,Severe Allergic Reaction After Eating Here – Almost Hospitalized,Food,0,Negative,1,Fear,4.0,Red,0.0,High,0.0,Unsafe,1.0,General,0.0,Low,2.0,High,0.0,Allergic Reaction Hospitalized,,,Plate
Sample_222.Jpg,Manager Refused Refund For Completely Inedible Meal Served,Food,0,Negative,1,Anger,1.0,Red,0.0,High,0.0,Unsafe,1.0,General,0.0,Low,2.0,Medium,1.0,Refund Refused Inedible,,,Plate
Sample_229.Jpg,The Daily Special Changes Every Day As Usual,Food,0,Neutral,2,Joy,0.0,Red,0.0,Medium,1.0,Questionable,2.0,Food Lovers,1.0,Medium,1.0,Low,2.0,Daily Special Changes,,,Menu
Sample_231.Jpg,Discovered The Meat Was Weeks Past Its Expiration Date,Food,0,Negative,1,Fear,4.0,Red,0.0,High,0.0,Unsafe,1.0,General,0.0,Low,2.0,High,0.0,Expired Meat Weeks,,,Meat
Sample_302.Jpg,Turbocharged Engine Delivers Exhilarating Acceleration Every Time,Automotive,3,Positive,0,Excitement,3.0,Red,0.0,High,0.0,Safe,0.0,Car Enthusiasts,4.0,High,0.0,High,0.0,Turbo Engine Acceleration,,,Car
Sample_306.Jpg,Power Steering Failed Suddenly In The Middle Of Intersection,Automotive,3,Negative,1,Fear,4.0,Red,0.0,High,0.0,Unsafe,1.0,General,0.0,Low,2.0,High,0.0,Steering Failed Intersection,,,Car
Sample_317.Jpg,Airbag Recall Notice Arrived – Must Schedule Appointment Immediately,Automotive,3,Negative,1,Fear,4.0,Red,0.0,High,0.0,Unsafe,1.0,General,0.0,Low,2.0,High,0.0,Airbag Recall Notice,,,Letter
